,id,adult,budget,original_language,popularity,revenue,runtime,status,video,country,genre_list,Animation,Comedy,Family,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,History,Mystery,War,Foreign,Music,Documentary,Western,Aniplex,GoHands,pro_co
16,11517,False,60000000.0,en,7.337905999999999,35431113.0,103.0,Released,False,US,"['Action', 'Comedy', 'Crime']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,['Columbia Picture']
17,8012,False,30250000.0,en,12.669608,115101622.0,105.0,Released,False,US,"['Comedy', 'Thriller', 'Crime']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['Jersey Film', 'Metr']"
18,1710,False,24061716.504172157,en,10.701801,0.0,124.0,Released,False,US,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Regency Enterprise', 'New Regency Picture']"
19,9691,False,50000000.0,en,11.065939,30303072.0,132.0,Released,False,FR,"['Action', 'Adventure', 'Crime', 'Thriller']",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"['Silver Picture', 'Cana', 'Warner Bro', 'Dino De Laurentiis Compan', 'Donne', 'Evansgideo']"
20,12665,False,24061716.504172157,en,12.133094,0.0,111.0,Released,False,US,"['Drama', 'Fantasy', 'Thriller']",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Caravan Picture', 'Hollywood Picture']"
21,451,False,3600000.0,en,10.332025,49800000.0,112.0,Released,False,US,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['United Artist', 'Intial Production']"
22,9263,False,12000000.0,en,8.681325,27400000.0,100.0,Released,False,US,"['Comedy', 'Drama', 'Family']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['New Line Cinem']
23,902,False,18000000.0,fr,9.822422999999999,1738611.0,108.0,Released,False,FR,"['Fantasy', 'Adventure']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Procire', 'Constellation Production', 'France', 'Claudie Ossard Production', 'Eurimage', 'MEDIA Programme of the European Unio', 'Cofimage', 'Televis', 'Tele ', 'Cana', 'E', 'Centre National de la Ci', 'Victoires Production', 'Constellatio', 'Lum', 'Cana', 'Studio Imag', 'Cofimage', 'Ossan', 'Phoenix Image']"
24,9909,False,24061716.504172157,en,9.481338000000001,180000000.0,99.0,Released,False,US,"['Drama', 'Crime']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Hollywood Picture', 'Via Rosa Production', 'Don Simpso']"
25,63,False,29500000.0,en,12.297305,168840000.0,129.0,Released,False,US,"['Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Universal Picture', 'Atlas Entertainmen', 'Classic']"
26,9598,False,30000000.0,en,14.404764000000002,254134910.0,89.0,Released,False,AU,"['Fantasy', 'Drama', 'Comedy', 'Family']",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Universal Picture', 'Kennedy Miller Production']"
27,687,False,11000000.0,en,6.891317,39363635.0,122.0,Released,False,US,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Havo', 'PolyGram Filmed Entertainmen', 'Working Title Film']"
28,33689,False,24061716.504172157,en,7.777735000000001,0.0,101.0,Released,False,US,"['Comedy', 'Family', 'Romance']",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Dualstar Production', 'Warner Bro', 'Rysher Entertainmen', 'Orr']"
29,9603,False,12000000.0,en,9.882383,0.0,97.0,Released,False,US,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Paramount Picture']
30,9312,False,18000000.0,en,10.870138,122195920.0,101.0,Released,False,US,"['Action', 'Fantasy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['New Line Cinem', 'Threshold Entertainmen']"
31,577,False,20000000.0,en,10.448481,21284514.0,106.0,Released,False,US,"['Fantasy', 'Drama', 'Comedy', 'Thriller']",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['The Rank Organisatio', 'Columbia Pictures Corporatio']"
32,807,False,33000000.0,en,18.45743,327311859.0,127.0,Released,False,US,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"['New Line Cinem', 'Juno Pi', 'Cecchi Gori Picture']"
33,10530,False,55000000.0,en,13.280069000000001,346079773.0,81.0,Released,False,US,"['Adventure', 'Animation', 'Drama', 'Family']",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Walt Disney Picture', 'Walt Disney Feature Animatio']"
34,629,False,6000000.0,en,16.302466,23341568.0,106.0,Released,False,US,"['Drama', 'Crime', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"['Blue Parrot Production', 'Bad Hat Harry Production']"
35,11448,False,15000000.0,en,15.899134,6700000.0,95.0,Released,False,US,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Miramax Film', 'Magnolia Picture']"
36,11010,False,24061716.504172157,it,10.168436999999999,0.0,108.0,Released,False,BE,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
37,11359,False,45000000.0,en,10.673296,0.0,96.0,Released,False,US,"['Adventure', 'Family', 'Fantasy']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Paramount Picture', 'Columbia Pictures Corporatio', 'The Kenned']"
38,2054,False,24061716.504172157,en,7.137117,106269971.0,137.0,Released,False,US,"['Music', 'Drama', 'Family']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Hollywood Picture', 'The Charlie Mopic Compan', 'PolyGram Filmed Entertainmen', 'Interscope Communication']"
39,10607,False,24061716.504172157,en,11.700115,0.0,89.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Miramax Film', 'Island Picture', 'Ivory Way Production']"
40,9536,False,15000000.0,en,6.387469,0.0,88.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Metr', 'Motion Picture Corporation of America', 'Weasel Production']"
41,10634,False,3500000.0,en,14.56965,28215918.0,91.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['New Line Cinem']
42,755,False,19000000.0,en,15.339153,25836616.0,108.0,Released,False,US,"['Horror', 'Action', 'Thriller', 'Crime']",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"['A Band Apar', 'Dimension Film', 'Los Hooligans Production', 'Mirama']"
43,9102,False,20000000.0,en,12.758848,5781885.0,108.0,Released,False,CA,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['The Movie Network', 'Allegro Film', 'Fuji Eight Company Lt', 'Fries Film Grou', 'Super Ecra', 'Triumph Film']"
44,9623,False,44000000.0,en,6.010579,0.0,118.0,Released,False,US,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,['Columbia Pictures Corporatio']
45,400,False,8000000.0,en,4.486179,529766.0,116.0,Released,False,US,"['Drama', 'Crime']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,['Miramax Film']
46,10534,False,38000000.0,en,9.568603999999999,10300000.0,129.0,Released,False,US,"['Action', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Hollywood Picture', 'Largo Entertainmen', 'Scott Free Production']"
47,13997,False,24061716.504172157,en,8.963037,32.0,87.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Paramount Picture']
48,2086,False,8169363.0,en,6.848591000000001,8175346.0,90.0,Released,False,US,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,['Paramount Picture']
49,12158,False,14000000.0,en,9.071127,19800000.0,100.0,Released,False,US,"['Comedy', 'Horror', 'Romance']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Paramount Picture']
50,9283,False,24061716.504172157,en,4.670562,0.0,112.0,Released,False,US,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Miramax Film', 'Woods Entertainmen']"
51,9208,False,50000000.0,en,14.957626000000001,150270147.0,108.0,Released,False,US,"['Action', 'Adventure', 'Drama', 'Thriller']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Twentieth Century Fox Film Corporatio', 'WCG Entertainment Production', 'Mark Gordon Production']"
52,406,False,3000000.0,fr,12.108196000000001,0.0,98.0,Released,False,FR,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Egg Picture', 'PolyGram Filmed Entertainmen', 'Cana', 'Les Productions Lazenne', 'La Sept Ci', 'Kasso In', 'Studio Imag', 'Cofinergie']"
53,13685,False,7000000.0,en,6.904831,560069.0,91.0,Released,False,US,"['Comedy', 'Crime', 'Drama']",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Gracie Film', 'Columbia Pictures Corporatio']"
54,9614,False,12000000.0,en,9.592265,41205099.0,92.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Universal Picture', 'Brillstei', 'Robert Simonds Production']"
55,688,False,24000000.0,en,5.951077,182016617.0,135.0,Released,False,US,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Amblin Entertainmen', 'Malpaso Production', 'Warner Bro']"
56,10874,False,24061716.504172157,en,6.902423,34327391.0,100.0,Released,False,US,"['Action', 'Comedy', 'Music', 'Family', 'Adventure']",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"['Walt Disney Picture', 'Jim Henson Production', 'Jim Henson Compan']"
57,197,False,72000000.0,en,20.755149,210000000.0,177.0,Released,False,US,"['Action', 'Drama', 'History', 'War']",0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"['Icon Entertainment Internationa', 'The Ladd Compan', '']"
58,103,False,1300000.0,en,14.092713,28262574.0,114.0,Released,False,US,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Columbia Pictures Corporatio', 'Ital', 'Bil']"
59,33542,False,7500000.0,cn,12.314278,32392047.0,91.0,Released,False,HK,"['Crime', 'Action', 'Comedy', 'Thriller']",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"['New Line Cinem', 'Golden Harvest Compan']"
60,11066,False,40000000.0,en,6.506983,70100000.0,117.0,Released,False,US,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Paramount Picture']
61,11104,False,24061716.504172157,cn,6.778979,0.0,102.0,Released,False,HK,"['Drama', 'Comedy', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Jet Tone Productio', 'The Criterion Collectio']"
62,27793,False,17000000.0,en,6.252377,0.0,95.0,Released,False,DE,['Fantasy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Studio Babelsber', 'Dieter Geissler Filmproduktio', 'Cinevox Filmproduktion Gmb', 'Warner Bro', 'Mirama']"
63,9101,False,24061716.504172157,en,5.184977,0.0,92.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Twentieth Century Fox Film Corporatio']
64,11000,False,31000000.0,en,6.499680000000001,185260553.0,117.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['United Artist']
65,9737,False,19000000.0,en,9.262184,141407024.0,118.0,Released,False,US,"['Action', 'Comedy', 'Crime', 'Thriller']",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"['Columbia Picture', 'Don Simpso']"
66,10474,False,24061716.504172157,en,7.415144000000001,0.0,102.0,Released,False,US,"['Drama', 'Crime']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"['New Line Cinem', 'Island Picture']"
67,568,False,52000000.0,en,18.761467,355237933.0,140.0,Released,False,US,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Imagine Entertainmen', 'Universal Picture']"
68,11780,False,28000000.0,en,10.193549,31596911.0,139.0,Released,False,GB,['Adventure'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['United Artist', 'Talisman Production']"
69,414,False,100000000.0,en,13.321354000000001,336529144.0,121.0,Released,False,GB,"['Action', 'Crime', 'Fantasy']",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Warner Bro', 'Polygram Filmed Entertainmen']"
70,649,False,24061716.504172157,fr,10.142662,0.0,101.0,Released,False,FR,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Paris Films Production', 'Five Film', 'Robert et Raymond Haki']"
71,8839,False,50000000.0,en,12.812539,287928194.0,100.0,Released,False,US,"['Fantasy', 'Comedy', 'Family']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Universal Picture', 'Amblin Entertainmen', 'The Harvey Entertainment Compan']"
72,10329,False,50000000.0,en,7.260574,152022101.0,109.0,Released,False,US,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']",0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"['Paramount Picture', 'Kenned']"
73,8963,False,53000000.0,en,8.657364999999999,157387195.0,116.0,Released,False,US,"['Action', 'Thriller', 'Drama']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Hollywood Picture', 'Don Simpso']"
74,8068,False,7000000.0,en,6.950458,25405445.0,104.0,Released,False,US,"['Thriller', 'Action', 'Crime']",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"['Columbia Picture', 'Los Hooligans Production']"
75,8512,False,27000000.0,en,4.646132,16140822.0,102.0,Released,False,US,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"['TriStar Picture', 'Mundy Lane Entertainmen']"
76,1572,False,90000000.0,en,15.138855,366101666.0,128.0,Released,False,US,"['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Twentieth Century Fox Film Corporatio', 'Cinergi Pictures Entertainmen']"
77,6520,False,55000000.0,en,15.178338,127600435.0,134.0,Released,False,US,"['Action', 'Adventure', 'Drama', 'Romance']",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Columbia Pictures Corporatio', 'First Knight Production']"
78,9073,False,24061716.504172157,en,7.575098,0.0,95.0,Released,False,FR,['Adventure'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Regency Enterprise', 'Alcor Film', 'Cana', 'Donne', 'Warner Bro']"
79,10428,False,20000000.0,en,14.810519000000001,7563728.0,107.0,Released,False,US,"['Action', 'Crime', 'Thriller', 'Drama']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"['United Artist', 'Suftle']"
80,9886,False,25000000.0,en,11.715867999999999,19075720.0,97.0,Released,False,CA,"['Adventure', 'Action', 'Drama', 'Thriller']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"['TriStar Picture', 'Alliance Communications Corporatio']"
81,9482,False,90000000.0,en,8.184814999999999,113493481.0,96.0,Released,False,US,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Hollywood Picture', 'Cinergi Pictures Entertainmen']"
82,9344,False,1500000.0,en,4.877872,7412216.0,91.0,Released,False,US,"['Drama', 'Crime']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,['Miramax Film']
83,8973,False,24061716.504172157,en,4.102409,0.0,119.0,Released,False,US,"['Mystery', 'Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"['United Artist', 'Seraphim Film']"
84,2293,False,6000000.0,en,8.255469999999999,2122561.0,94.0,Released,False,US,"['Romance', 'Comedy']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Universal Picture', 'Gramercy Picture', 'Alphaville Film', 'View Askew Production']"
85,9070,False,15000000.0,en,7.024227000000001,66000000.0,92.0,Released,False,JP,"['Action', 'Adventure', 'Family', 'Fantasy']",0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Twentieth Century Fox Film Corporatio', 'Saban Entertainmen', 'Toei Compan']"
86,1642,False,22000000.0,en,13.304342000000002,110627965.0,114.0,Released,False,US,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,['Columbia Picture']
87,11472,False,24061716.504172157,en,8.482834,69660733.0,103.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Twentieth Century Fox Film Corporatio']
88,11980,False,8.0,en,10.187623,16.0,98.0,Released,False,US,"['Fantasy', 'Horror', 'Thriller']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['Dimension Film']
89,10533,False,50000000.0,en,6.752119,10382407.0,135.0,Released,False,US,"['Drama', 'History', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Hollywood Picture', 'Cinergi Pictures Entertainmen']"
90,10802,False,45000000.0,en,17.502375,20350754.0,128.0,Released,False,FR,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['United Artist', 'Le Studio Cana', 'Carolco Picture']"
91,10149,False,7000000.0,en,5.5529459999999995,8349430.0,112.0,Released,False,DE,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Miramax Film']
92,9348,False,35000000.0,en,13.492845,113374103.0,108.0,Released,False,US,"['Horror', 'Action']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,['Metr']
93,281,False,42000000.0,en,11.223055,7959291.0,145.0,Released,False,US,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,['Lightstorm Entertainmen']
94,5967,False,24061716.504172157,fr,8.133881,0.0,91.0,Released,False,DE,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Beta Fil', 'Madeleine Film', 'Parc Fil']"
95,36834,False,24061716.504172157,en,4.546551999999999,339889.0,111.0,Released,False,FR,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Soc', 'FIT Production', 'Portman Production']"
96,9090,False,24061716.504172157,en,7.653446000000001,47774193.0,105.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Universal Picture', 'Amblin Entertainmen']"
97,3512,False,60000000.0,en,7.490247,104324083.0,100.0,Released,False,US,"['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Regency Enterprise', 'Warner Bro', 'Seaga', 'Victor Company of Japan', 'Cutting Edge Film']"
98,9560,False,20000000.0,en,9.715639,50012507.0,103.0,Released,False,US,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Twentieth Century Fox Film Corporatio', 'Zucker Brothers Production']"
99,9804,False,175000000.0,en,16.885184,264218220.0,135.0,Released,False,US,"['Adventure', 'Action']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Universal Picture', 'Gordon Compan', 'Davis Entertainmen', 'Lich']"
100,76,False,2500000.0,en,11.304979,5535405.0,105.0,Released,False,AT,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Detour Film Productio', 'Warner Bro']"
101,11017,False,10000000.0,en,6.638116,26488734.0,89.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Jack Giarraputo Production']
102,2292,False,27000.0,en,10.513367,3151130.0,92.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Miramax Film', 'View Askew Production']"
103,1909,False,25000000.0,en,7.438934,22200000.0,97.0,Released,False,US,"['Romance', 'Drama', 'Comedy']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['New Line Cinem', 'American Zoetrop']"
104,8984,False,55000000.0,en,11.812244,214015089.0,123.0,Released,False,US,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"['Warner Bro', 'Baltimore Picture']"
105,4954,False,45000000.0,en,9.579155,0.0,101.0,Released,False,US,"['Action', 'Adventure', 'Thriller']",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,['Paramount Picture']
106,10531,False,24061716.504172157,en,5.484156,0.0,103.0,Released,False,US,"['Drama', 'Thriller', 'Mystery']",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Fine Line Feature', 'Channel Four Film', 'Capitol Film', 'T', 'Cana', 'Flach Fil']"
107,11929,False,24061716.504172157,en,5.8025,0.0,132.0,Released,False,US,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"['Castle Rock Entertainmen', 'Columbia Pictures Corporatio']"
108,8467,False,16000000.0,en,9.844558000000001,247275374.0,107.0,Released,False,US,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['New Line Cinem', 'Motion Picture Corporation of America']"
109,522,False,18000000.0,en,11.720358000000001,5887457.0,127.0,Released,False,US,"['Comedy', 'Drama', 'History']",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,['Touchstone Picture']
110,397,False,24061716.504172157,en,9.146544,0.0,111.0,Released,False,GB,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Twentieth Century Fox Film Corporatio', 'PolyGram Filmed Entertainmen', 'Working Title Film', 'Prufrock Picture']"
